OPTIMIZED,2,10,4.337488,16,1,ENEMY_BASIC ,0,23.97701
OPTIMIZED,2,10,4.552761,16,1,ENEMY_BASIC ,0,22.84328
OPTIMIZED,2,10,3.805723,16,1,ENEMY_BASIC ,0,27.32726
OPTIMIZED,2,10,3.599442,16,1,ENEMY_BASIC ,0,28.89337
OPTIMIZED,2,10,4.340202,16,1,ENEMY_BASIC ,0,23.96202
OPTIMIZED,2,10,4.622232,16,1,ENEMY_BASIC ,0,22.49995
OPTIMIZED,2,10,4.654851,16,1,ENEMY_BASIC ,0,22.34228
OPTIMIZED,2,10,4.177265,16,1,ENEMY_BASIC ,0,24.89667
OPTIMIZED,2,10,4.332408,16,1,ENEMY_BASIC ,0,24.00512
OPTIMIZED,2,10,4.681852,16,1,ENEMY_MELEE1 ,0,22.21343
OPTIMIZED,2,10,4.692892,16,1,ENEMY_MELEE1 ,0,22.16117
OPTIMIZED,2,10,4.113257,16,1,ENEMY_MELEE1 ,0,25.2841
OPTIMIZED,2,10,4.375043,16,1,ENEMY_MELEE1 ,0,23.77119
OPTIMIZED,2,10,4.763573,16,1,ENEMY_MELEE1 ,0,21.83235
OPTIMIZED,2,10,4.746052,16,1,ENEMY_MELEE1 ,0,21.91295
OPTIMIZED,2,10,4.533073,16,1,ENEMY_MELEE1 ,0,22.94249
OPTIMIZED,2,10,4.134249,16,1,ENEMY_MELEE1 ,0,25.15572
OPTIMIZED,2,10,4.641446,16,1,ENEMY_MELEE1 ,0,22.40681
OPTIMIZED,2,10,5.388097,14,1,ENEMY_MELEE2 ,0,20.04418
OPTIMIZED,2,10,5.138582,14,1,ENEMY_MELEE2 ,0,21.01747
OPTIMIZED,2,10,4.487207,14,1,ENEMY_MELEE2 ,0,24.06842
OPTIMIZED,2,10,4.009449,14,1,ENEMY_MELEE2 ,0,26.93637
OPTIMIZED,2,10,5.128941,14,1,ENEMY_MELEE2 ,0,21.05698
OPTIMIZED,2,10,5.091229,14,1,ENEMY_MELEE2 ,0,21.21295
OPTIMIZED,2,10,5.45288,14,1,ENEMY_MELEE2 ,0,19.80605
OPTIMIZED,2,10,4.910789,14,1,ENEMY_MELEE2 ,0,21.99239
OPTIMIZED,2,10,5.084817,14,1,ENEMY_MELEE2 ,0,21.2397
OPTIMIZED,5,10,3.599693,10,1,ENEMY_RANGED1 ,0,27.78015
OPTIMIZED,5,10,4.660292,10,1,ENEMY_RANGED1 ,0,21.45788
OPTIMIZED,5,10,4.863888,10,1,ENEMY_RANGED1 ,0,20.55968
OPTIMIZED,5,10,4.372755,10,1,ENEMY_RANGED1 ,0,22.86888
OPTIMIZED,5,10,4.829282,10,1,ENEMY_RANGED1 ,0,20.70701
OPTIMIZED,5,10,4.725829,10,1,ENEMY_RANGED1 ,0,21.16031
OPTIMIZED,5,10,4.659539,10,1,ENEMY_RANGED1 ,0,21.46135
OPTIMIZED,5,10,4.863869,10,1,ENEMY_RANGED1 ,0,20.55976
OPTIMIZED,5,10,4.637331,10,1,ENEMY_RANGED1 ,0,21.56413
OPTIMIZED,5,10,3.838913,12,1,ENEMY_RANGED2 ,0,26.04904
OPTIMIZED,5,10,3.84016,12,1,ENEMY_RANGED2 ,0,26.04058
OPTIMIZED,5,10,3.514787,12,1,ENEMY_RANGED2 ,0,28.45123
OPTIMIZED,5,10,3.826259,12,1,ENEMY_RANGED2 ,0,26.13519
OPTIMIZED,5,10,3.856269,12,1,ENEMY_RANGED2 ,0,25.9318
OPTIMIZED,5,10,3.554664,12,1,ENEMY_RANGED2 ,0,28.13205
OPTIMIZED,5,10,3.919003,12,1,ENEMY_RANGED2 ,0,25.51669
OPTIMIZED,5,10,3.797396,12,1,ENEMY_RANGED2 ,0,26.33383
OPTIMIZED,5,10,3.694577,12,1,ENEMY_RANGED2 ,0,27.0667
OPTIMIZED,5,10,3.716387,12,1,ENEMY_RANGED3 ,0,26.90785
OPTIMIZED,5,10,3.85689,12,1,ENEMY_RANGED3 ,0,25.92763
OPTIMIZED,5,10,3.782506,12,1,ENEMY_RANGED3 ,0,26.4375
OPTIMIZED,5,10,3.868354,12,1,ENEMY_RANGED3 ,0,25.85079
OPTIMIZED,5,10,3.476501,12,1,ENEMY_RANGED3 ,0,28.76456
OPTIMIZED,5,10,3.834479,12,1,ENEMY_RANGED3 ,0,26.07916
OPTIMIZED,5,10,3.772346,12,1,ENEMY_RANGED3 ,0,26.5087
